"id","parent_id","name","data"
"1568","1556","Toothbrush Holders","{""id"":""1568"",""ordinal"":""12"",""name"":""Toothbrush Holders"",""display_name"":""Toothbrush Holders"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > bathroom > bathroom accessories > toothbrush holders"",""parent_id"":""1556"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > bathroom > bathroom accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1550"",""level3"":""1556"",""level4"":""1568"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1720","1719","Beer Glasses","{""id"":""1720"",""ordinal"":""1"",""name"":""Beer Glasses"",""display_name"":""Beer Glasses"",""created_at"":""2017-03-22 15:00:49"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > kitchen & dining > drinkware > beer glasses"",""parent_id"":""1719"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > kitchen & dining > drinkware"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1665"",""level3"":""1719"",""level4"":""1720"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1750","1665","Kitchen Tools & Utensils","{""id"":""1750"",""ordinal"":""6"",""name"":""Kitchen Tools & Utensils"",""display_name"":""Kitchen Tools & Utensils"",""created_at"":""2017-03-22 15:00:49"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > kitchen & dining > kitchen tools & utensils"",""parent_id"":""1665"",""logistic_class_code"":"""",""parent_code"":""home & living > kitchen & dining"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1665"",""level3"":""1750"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1771","1750","Oil Sprayers & Dispensers","{""id"":""1771"",""ordinal"":""14"",""name"":""Oil Sprayers & Dispensers"",""display_name"":""Oil Sprayers & Dispensers"",""created_at"":""2017-03-22 15:00:49"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > kitchen & dining > kitchen tools & utensils > oil sprayers & dispensers"",""parent_id"":""1750"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > kitchen & dining > kitchen tools & utensils"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1665"",""level3"":""1750"",""level4"":""1771"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1960","1945","Tiaras/Crowns","{""id"":""1960"",""ordinal"":""15"",""name"":""Tiaras/Crowns"",""display_name"":""Tiaras/Crowns"",""created_at"":""2017-03-22 15:00:50"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > party supplies & occasions > party accessories > tiaras/crowns"",""parent_id"":""1945"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > party supplies & occasions > party accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1921"",""level3"":""1945"",""level4"":""1960"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2038","1981","Wood","{""id"":""2038"",""ordinal"":""8"",""name"":""Wood"",""display_name"":""Arts & Crafts Wood"",""created_at"":""2017-03-22 15:00:51"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home office & media > arts & crafts > wood"",""parent_id"":""1981"",""logistic_class_code"":"""",""parent_code"":""home office & media > arts & crafts"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""1981"",""level3"":""2038"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2090","2076","Fantasy","{""id"":""2090"",""ordinal"":""14"",""name"":""Fantasy"",""display_name"":""Movies Fantasy"",""created_at"":""2017-03-22 15:00:51"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home office & media > movies & tv shows > movies > fantasy"",""parent_id"":""2076"",""logistic_class_code"":"""",""parent_code"":""home office & media > movies & tv shows > movies"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""2070"",""level3"":""2076"",""level4"":""2090"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2182","2170","Typewriters","{""id"":""2182"",""ordinal"":""12"",""name"":""Typewriters"",""display_name"":""Typewriters"",""created_at"":""2017-03-22 15:00:52"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home office & media > office equipment > typewriters"",""parent_id"":""2170"",""logistic_class_code"":"""",""parent_code"":""home office & media > office equipment"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""2170"",""level3"":""2182"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2198","2195","Correction Tapes","{""id"":""2198"",""ordinal"":""3"",""name"":""Correction Tapes"",""display_name"":""Correction Tapes"",""created_at"":""2017-03-22 15:00:52"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home office & media > stationery > correction supplies > correction tapes"",""parent_id"":""2195"",""logistic_class_code"":""SLW"",""parent_code"":""home office & media > stationery > correction supplies"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""2185"",""level3"":""2195"",""level4"":""2198"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2267","","Jewellery & Accessories","{""id"":""2267"",""ordinal"":""9"",""name"":""Jewellery & Accessories"",""display_name"":""Jewellery & Accessories"",""created_at"":""2017-03-22 15:00:52"",""updated_at"":""2023-06-07 15:38:58"",""code"":""jewellery & accessories"",""parent_id"":"""",""logistic_class_code"":""SLW"",""parent_code"":"""",""level"":""1"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":"""",""level3"":"""",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2289","2286","Luggage Locks","{""id"":""2289"",""ordinal"":""3"",""name"":""Luggage Locks"",""display_name"":""Luggage Locks"",""created_at"":""2017-03-22 15:00:52"",""updated_at"":""2023-06-07 15:38:59"",""code"":""jewellery & accessories > bags, luggage & travel > travel accessories > luggage locks"",""parent_id"":""2286"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > bags, luggage & travel > travel accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2268"",""level3"":""2286"",""level4"":""2289"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2536","2528","Collars, Harnesses & Leashes","{""id"":""2536"",""ordinal"":""4"",""name"":""Collars, Harnesses & Leashes"",""display_name"":""Cats Collars, Harnesses & Leashes"",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2023-06-07 15:38:59"",""code"":""pet supplies > cats > collars, harnesses & leashes"",""parent_id"":""2528"",""logistic_class_code"":"""",""parent_code"":""pet supplies > cats"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":""2"",""level1"":""2512"",""level2"":""2528"",""level3"":""2536"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2626","2619","Waste Bags","{""id"":""2626"",""ordinal"":""7"",""name"":""Waste Bags"",""display_name"":""Waste Bags"",""created_at"":""2017-03-22 15:00:55"",""updated_at"":""2023-06-07 15:38:59"",""code"":""pet supplies > dogs > litter & housebreaking > waste bags"",""parent_id"":""2619"",""logistic_class_code"":"""",""parent_code"":""pet supplies > dogs > litter & housebreaking"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2512"",""level2"":""2579"",""level3"":""2619"",""level4"":""2626"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2917","2877","Spearfishing Gear","{""id"":""2917"",""ordinal"":""11"",""name"":""Spearfishing Gear"",""display_name"":""Spearfishing Gear"",""created_at"":""2017-03-22 15:00:56"",""updated_at"":""2023-06-07 15:38:59"",""code"":""sports & outdoors > fishing > spearfishing gear"",""parent_id"":""2877"",""logistic_class_code"":"""",""parent_code"":""sports & outdoors > fishing"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""2877"",""level3"":""2917"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2921","2917","Spears","{""id"":""2921"",""ordinal"":""4"",""name"":""Spears"",""display_name"":""Spears"",""created_at"":""2017-03-22 15:00:56"",""updated_at"":""2023-06-07 15:38:59"",""code"":""sports & outdoors > fishing > spearfishing gear > spears"",""parent_id"":""2917"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > fishing > spearfishing gear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""2877"",""level3"":""2917"",""level4"":""2921"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2955","2953","Bats","{""id"":""2955"",""ordinal"":""2"",""name"":""Bats"",""display_name"":""Table Tennis Accessories Bats"",""created_at"":""2017-03-22 15:00:57"",""updated_at"":""2023-06-07 15:38:59"",""code"":""sports & outdoors > games room > table tennis > table tennis accessories > bats"",""parent_id"":""2953"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > games room > table tennis > table tennis accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""2922"",""level3"":""2951"",""level4"":""2953"",""level5"":""2955"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3056","3054","Squash Accessories","{""id"":""3056"",""ordinal"":""2"",""name"":""Squash Accessories"",""display_name"":""Squash Accessories"",""created_at"":""2017-03-22 15:00:57"",""updated_at"":""2023-06-07 15:39:00"",""code"":""sports & outdoors > racquet sports > squash > squash accessories"",""parent_id"":""3054"",""logistic_class_code"":"""",""parent_code"":""sports & outdoors > racquet sports > squash"",""level"":""4"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3043"",""level3"":""3054"",""level4"":""3056"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3105","3097","Tee-Ball Bats","{""id"":""3105"",""ordinal"":""8"",""name"":""Tee-Ball Bats"",""display_name"":""Tee-Ball Bats"",""created_at"":""2017-03-22 15:00:58"",""updated_at"":""2023-06-07 15:39:00"",""code"":""sports & outdoors > team sport > baseball & softball > tee-ball bats"",""parent_id"":""3097"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > team sport > baseball & softball"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3093"",""level3"":""3097"",""level4"":""3105"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3125","3112","Cricket Stumps","{""id"":""3125"",""ordinal"":""9"",""name"":""Cricket Stumps"",""display_name"":""Cricket Stumps"",""created_at"":""2017-03-22 15:00:58"",""updated_at"":""2023-06-07 15:39:00"",""code"":""sports & outdoors > team sport > cricket > cricket stumps"",""parent_id"":""3112"",""logistic_class_code"":"""",""parent_code"":""sports & outdoors > team sport > cricket"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3093"",""level3"":""3112"",""level4"":""3125"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3391","3390","Insulated Bottles","{""id"":""3391"",""ordinal"":""1"",""name"":""Insulated Bottles"",""display_name"":""Insulated Bottles"",""created_at"":""2017-03-22 15:00:59"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby > baby > feeding > toddler feeding > cups & drink bottles > insulated bottles"",""parent_id"":""3390"",""logistic_class_code"":""SLW"",""parent_code"":""toys, kids & baby > baby > feeding > toddler feeding > cups & drink bottles"",""level"":""6"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":""3219"",""level3"":""3363"",""level4"":""3384"",""level5"":""3390"",""level6"":""3391"",""level7"":"""",""level8"":""""}"
"3463","3404","Pretend Play","{""id"":""3463"",""ordinal"":""12"",""name"":""Pretend Play"",""display_name"":""Pretend Play"",""created_at"":""2017-03-22 15:01:00"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby > toys > pretend play"",""parent_id"":""3404"",""logistic_class_code"":"""",""parent_code"":""toys, kids & baby > toys"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":""3404"",""level3"":""3463"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3504","3498","Mixed","{""id"":""3504"",""ordinal"":""3"",""name"":""Mixed"",""display_name"":""Mixed"",""created_at"":""2017-07-21 10:51:11"",""updated_at"":""2023-06-07 15:39:00"",""code"":""groceries & liquor > fresh produce > mixed"",""parent_id"":""3498"",""logistic_class_code"":""SLW"",""parent_code"":""groceries & liquor > fresh produce"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""3498"",""level3"":""3504"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3640","3635","Sleeves Adult","{""id"":""3640"",""ordinal"":""5"",""name"":""Sleeves Adult"",""display_name"":"""",""created_at"":""2017-09-08 15:41:30"",""updated_at"":""2023-06-07 15:39:00"",""code"":""adult > men > toys > sleeves adult"",""parent_id"":""3635"",""logistic_class_code"":""SLW"",""parent_code"":""adult > men > toys"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""3593"",""level2"":""3595"",""level3"":""3635"",""level4"":""3640"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3645","3643","Costume Accessories Adult","{""id"":""3645"",""ordinal"":""2"",""name"":""Costume Accessories Adult"",""display_name"":"""",""created_at"":""2017-09-08 15:46:31"",""updated_at"":""2023-06-07 15:39:00"",""code"":""adult > men > costumes > costume accessories adult"",""parent_id"":""3643"",""logistic_class_code"":""SLW"",""parent_code"":""adult > men > costumes"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""3593"",""level2"":""3595"",""level3"":""3643"",""level4"":""3645"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3978","2266","War Video Game","{""id"":""3978"",""ordinal"":""17"",""name"":""War Video Game"",""display_name"":""War Video Game"",""created_at"":""2017-10-31 16:47:21"",""updated_at"":""2023-06-07 15:39:00"",""code"":""home office & media > video games > war video game"",""parent_id"":""2266"",""logistic_class_code"":""SLW"",""parent_code"":""home office & media > video games"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""2266"",""level3"":""3978"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4010","3042","Rugby Legue","{""id"":""4010"",""ordinal"":""12"",""name"":""Rugby Legue"",""display_name"":""Rugby Legue"",""created_at"":""2017-10-31 17:29:53"",""updated_at"":""2023-06-07 15:39:00"",""code"":""sports & outdoors > memorabilia > rugby legue"",""parent_id"":""3042"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > memorabilia"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3042"",""level3"":""4010"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4708","4705","Tattooing Machines","{""id"":""4708"",""ordinal"":""3"",""name"":""Tattooing Machines"",""display_name"":""Tattooing Machines"",""created_at"":""2019-05-23 15:49:23"",""updated_at"":""2023-06-07 15:39:01"",""code"":""business & industrial > piercing & tattooing > tattooing supplies > tattooing machines"",""parent_id"":""4705"",""logistic_class_code"":""SLW"",""parent_code"":""business & industrial > piercing & tattooing > tattooing supplies"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""4552"",""level2"":""4622"",""level3"":""4705"",""level4"":""4708"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4732","4723","Paper Coin Wrappers & Bill Straps","{""id"":""4732"",""ordinal"":""6"",""name"":""Paper Coin Wrappers & Bill Straps"",""display_name"":""Paper Coin Wrappers & Bill Straps"",""created_at"":""2019-05-23 16:30:41"",""updated_at"":""2023-06-07 15:39:01"",""code"":""business & industrial > retail > money handling > paper coin wrappers & bill straps"",""parent_id"":""4723"",""logistic_class_code"":""SLW"",""parent_code"":""business & industrial > retail > money handling"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""4552"",""level2"":""4623"",""level3"":""4723"",""level4"":""4732"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4773","4625","Safety & Warning Signs","{""id"":""4773"",""ordinal"":""11"",""name"":""Safety & Warning Signs"",""display_name"":""Safety & Warning Signs"",""created_at"":""2019-05-23 16:54:43"",""updated_at"":""2023-06-07 15:39:01"",""code"":""business & industrial > signage > safety & warning signs"",""parent_id"":""4625"",""logistic_class_code"":""SLW"",""parent_code"":""business & industrial > signage"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""4552"",""level2"":""4625"",""level3"":""4773"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4807","4802","Goblet Drums","{""id"":""4807"",""ordinal"":""5"",""name"":""Goblet Drums"",""display_name"":""Goblet Drums"",""created_at"":""2019-05-24 09:54:53"",""updated_at"":""2023-06-07 15:39:01"",""code"":""home office & media > musical instruments & accessories > hand percussion > hand drums > goblet drums"",""parent_id"":""4802"",""logistic_class_code"":""SLW"",""parent_code"":""home office & media > musical instruments & accessories > hand percussion > hand drums"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""2169"",""level3"":""4798"",""level4"":""4802"",""level5"":""4807"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4809","4802","Talking Drums","{""id"":""4809"",""ordinal"":""7"",""name"":""Talking Drums"",""display_name"":""Talking Drums"",""created_at"":""2019-05-24 09:55:14"",""updated_at"":""2023-06-07 15:39:01"",""code"":""home office & media > musical instruments & accessories > hand percussion > hand drums > talking drums"",""parent_id"":""4802"",""logistic_class_code"":""SLW"",""parent_code"":""home office & media > musical instruments & accessories > hand percussion > hand drums"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""2169"",""level3"":""4798"",""level4"":""4802"",""level5"":""4809"",""level6"":"""",""level7"":"""",""level8"":""""}"
"271","270","Bikini Bottoms","{""id"":""271"",""ordinal"":""1"",""name"":""Bikini Bottoms"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2023-06-07 15:38:55"",""code"":""apparel & footwear > women's > swimwear > bikini bottoms"",""parent_id"":""270"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > swimwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""215"",""level3"":""270"",""level4"":""271"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"365","353","Ovens","{""id"":""365"",""ordinal"":""4"",""name"":""Ovens"",""display_name"":""Ovens"",""created_at"":""2017-03-22 15:00:41"",""updated_at"":""2023-06-07 15:38:56"",""code"":""electronics & appliances > appliances > large appliances > ovens"",""parent_id"":""353"",""logistic_class_code"":"""",""parent_code"":""electronics & appliances > appliances > large appliances"",""level"":""4"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""317"",""level2"":""318"",""level3"":""353"",""level4"":""365"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"687","685","Bed Frames & Bases","{""id"":""687"",""ordinal"":""2"",""name"":""Bed Frames & Bases"",""display_name"":""Bed Frames & Bases"",""created_at"":""2017-03-22 15:00:42"",""updated_at"":""2023-06-07 15:38:57"",""code"":""furniture > bedroom furniture > bed frames & bases"",""parent_id"":""685"",""logistic_class_code"":"""",""parent_code"":""furniture > bedroom furniture"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""684"",""level2"":""685"",""level3"":""687"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"784","781","Ladders","{""id"":""784"",""ordinal"":""3"",""name"":""Ladders"",""display_name"":""Ladders"",""created_at"":""2017-03-22 15:00:43"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > building & construction > ladders"",""parent_id"":""781"",""logistic_class_code"":"""",""parent_code"":""garden, tools & hardware > building & construction"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""781"",""level3"":""784"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"795","751","Gardening & Lawn Care","{""id"":""795"",""ordinal"":""4"",""name"":""Gardening & Lawn Care"",""display_name"":""Gardening & Lawn Care"",""created_at"":""2017-03-22 15:00:43"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > gardening & lawn care"",""parent_id"":""751"",""logistic_class_code"":"""",""parent_code"":""garden, tools & hardware"",""level"":""2"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""795"",""level3"":"""",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"813","808","Hose Reels & Hangers","{""id"":""813"",""ordinal"":""5"",""name"":""Hose Reels & Hangers"",""display_name"":""Hose Reels & Hangers"",""created_at"":""2017-03-22 15:00:43"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > gardening & lawn care > watering equipment > hose reels & hangers"",""parent_id"":""808"",""logistic_class_code"":"""",""parent_code"":""garden, tools & hardware > gardening & lawn care > watering equipment"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""795"",""level3"":""808"",""level4"":""813"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"949","941","Bidet & Bidet Parts","{""id"":""949"",""ordinal"":""8"",""name"":""Bidet & Bidet Parts"",""display_name"":""Bidet & Bidet Parts"",""created_at"":""2017-03-22 15:00:44"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > kitchen & bath fixtures > bathroom fixtures > bidet & bidet parts"",""parent_id"":""941"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > kitchen & bath fixtures > bathroom fixtures"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""940"",""level3"":""941"",""level4"":""949"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"964","961","Garden Sheds","{""id"":""964"",""ordinal"":""3"",""name"":""Garden Sheds"",""display_name"":""Garden Sheds"",""created_at"":""2017-03-22 15:00:44"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > outdoor structures > garden sheds"",""parent_id"":""961"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > outdoor structures"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""961"",""level3"":""964"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1123","1117","Baby Soaps","{""id"":""1123"",""ordinal"":""6"",""name"":""Baby Soaps"",""display_name"":""Baby Soaps"",""created_at"":""2017-03-22 15:00:45"",""updated_at"":""2023-06-07 15:38:58"",""code"":""groceries & liquor > babycare > baby soaps"",""parent_id"":""1117"",""logistic_class_code"":"""",""parent_code"":""groceries & liquor > babycare"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""1117"",""level3"":""1123"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1216","1214","Baking Paper","{""id"":""1216"",""ordinal"":""2"",""name"":""Baking Paper"",""display_name"":""Baking Paper"",""created_at"":""2017-03-22 15:00:46"",""updated_at"":""2023-06-07 15:38:58"",""code"":""groceries & liquor > household > cooking & baking > baking paper"",""parent_id"":""1214"",""logistic_class_code"":"""",""parent_code"":""groceries & liquor > household > cooking & baking"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""1189"",""level3"":""1214"",""level4"":""1216"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1317","1316","Attachments","{""id"":""1317"",""ordinal"":""1"",""name"":""Attachments"",""display_name"":""Attachments"",""created_at"":""2017-03-22 15:00:46"",""updated_at"":""2023-06-07 15:38:58"",""code"":""health & beauty > haircare > styling tools > attachments"",""parent_id"":""1316"",""logistic_class_code"":""SLW"",""parent_code"":""health & beauty > haircare > styling tools"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1278"",""level2"":""1283"",""level3"":""1316"",""level4"":""1317"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1526","1519","Digestive Health","{""id"":""1526"",""ordinal"":""7"",""name"":""Digestive Health"",""display_name"":""Digestive Health"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""health & beauty > vitamins & supplements > digestive health"",""parent_id"":""1519"",""logistic_class_code"":"""",""parent_code"":""health & beauty > vitamins & supplements"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1278"",""level2"":""1519"",""level3"":""1526"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1566","1556","Toilet Brushes & Holders","{""id"":""1566"",""ordinal"":""10"",""name"":""Toilet Brushes & Holders"",""display_name"":""Toilet Brushes & Holders"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > bathroom > bathroom accessories > toilet brushes & holders"",""parent_id"":""1556"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > bathroom > bathroom accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1550"",""level3"":""1556"",""level4"":""1566"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1567","1556","Toilet Roll Holders","{""id"":""1567"",""ordinal"":""11"",""name"":""Toilet Roll Holders"",""display_name"":""Toilet Roll Holders"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > bathroom > bathroom accessories > toilet roll holders"",""parent_id"":""1556"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > bathroom > bathroom accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1550"",""level3"":""1556"",""level4"":""1567"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1654","1648","Wall Stickers","{""id"":""1654"",""ordinal"":""6"",""name"":""Wall Stickers"",""display_name"":""Wall Stickers"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > home decor > wall art > wall stickers"",""parent_id"":""1648"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > home decor > wall art"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1602"",""level3"":""1648"",""level4"":""1654"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1936","1933","Confetti Cannons","{""id"":""1936"",""ordinal"":""3"",""name"":""Confetti Cannons"",""display_name"":""Confetti Cannons"",""created_at"":""2017-03-22 15:00:50"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > party supplies & occasions > equipment > confetti cannons"",""parent_id"":""1933"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > party supplies & occasions > equipment"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1921"",""level3"":""1933"",""level4"":""1936"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
